Sentence,Sentiment
"According to its newest filing, the consumer brand reported declining demand across its major business units, signaling weaker momentum; this was update reference N00480.",negative
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ãrbindelsen bridge in Gothenburg in Sweden .,positive
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
"In its latest update, the e-commerce platform reported slower order growth for the current quarter, weakening investor confidence; this was update reference N01471.",negative
The Department Store Division reported an increase in sales of 4 per cent .,positive
Is It Worth Investing In Tesco PLC And Prudential plc Now?,positive
"In its latest update, the software firm received an analyst downgrade across its core operations, putting pressure on the outlook; this was update reference N02528.",negative
"In its latest investor communication, the healthcare company received an analyst downgrade for its main business segment, putting pressure on the outlook; this was update reference N00880.",negative
"During the latest reporting period, the retail company lost a major customer contract in its latest reporting cycle, adding to bearish sentiment; this was update reference N01284.",negative
SK to the GAVE!,negative
"In its latest investor communication, the software firm reported weaker revenue for its main business segment, raising concerns about growth; this was update reference N03372.",negative
$KRC - Kilroy Realty declares $0.485 dividend https://t.co/j41SnuFU9Y,neutral
Oil rises 1% on Trump's optimism for a deal with China,positive
"Dave & Buster's $PLAY reports earnings: 
Total revenues increased 6.1% to $299.4 million from $282.1 million
Net EP https://t.co/cx64XEzhCw",positive
"BJs Wholesale Club EPS beats by $0.01, misses on revenue",neutral
"In its latest investor communication, the financial group reported weaker revenue across its principal markets, and investors reacted negatively; this was update reference N03379.",negative
"A look at the short-term relief available to small businesses, so they can sustain their operations and keep theirÃ¢â¬Â¦ https://t.co/fJEefW9EnW",positive
Axovant's AXO-AAV-GM1 an Orphan Drug in U.S. for GM1 gangliosidosis,neutral
"Again, this mkt is FAT while AAP is down 2.5% cratering thru huge psychological level, tells me this tape is strong SPY #dontbeshort",positive
"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",positive
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
"Marriott International signed a partnership with IKEA, how I think it will be a genius move  MA",positive
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,positive
Nokia's surprise profit rise fails to salvage 2019 dividend,negative
"During the latest reporting period, the e-commerce platform reported weaker revenue during the latest trading period, raising concerns about growth; this was update reference N00073.",negative
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",neutral
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral
"In its latest update, the media company warned of operational delays for the current financial year, and investors reacted negatively; this was update reference N03347.",negative
"During the latest reporting period, the property developer raised its earnings guidance during the latest trading period, strengthening growth expectations; this was update reference P00255.",positive
"During the latest reporting period, the media company expanded its order book across its principal markets, and investors welcomed the news; this was update reference P01669.",positive
That would be an increase from estimated sales of 117 million last year .,positive
WMT DJ Wal-Mart de Mexico 4Q Earnings Slightly Below Expectations,negative
New Credit Suisse boss faces stiff challenge in Asia,negative
"In a new company statement, the cybersecurity company lost a major customer contract for the current quarter, weakening investor confidence; this was update reference N03061.",negative
"In a newly issued market update, the payment provider reported weaker margins for the current quarter, weakening investor confidence; this was update reference N02912.",negative
Ambu A/S Just Beat EPS By 19%: Here's What Analysts Think Will Happen Next,positive
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive
Come on MTG do the Harlem Shake.,negative
Some Japanese companies are enforcing a no glasses rule for women employees. Why? Read more on @business https://t.co/FGy1qGPsNa,neutral
"During the latest reporting period, the financial group reported declining demand for the current financial year, and investors reacted negatively; this was update reference N03797.",negative
"During the latest reporting period, the telecom operator lowered its revenue forecast for its main business segment, raising concerns about growth; this was update reference N02712.",negative
"During the latest reporting period, the technology company cut its earnings guidance in its latest reporting cycle, adding to bearish sentiment; this was update reference N01823.",negative
"Why I'm Cutting Netflix -- and Millions of Americans Might, Too",negative
Hanesbrands Q4 EPS 51 cents vs. 41 cents a year ago; FactSet consensus 51 cents,positive
Walmart Inc.s Jet subsidiary is ending its fresh-food delivery business just a year after introducing the service https://t.co/MpzLxKX3cW,negative
"Triumph EPS beats by $0.03, beats on revenue",positive
"In a newly issued market update, the industrial firm expanded its order book across its major business units, signaling improving momentum; this was update reference P01680.",positive
"Following its recent business review, the energy producer warned about rising costs in its latest reporting cycle, adding to bearish sentiment; this was update reference N03954.",negative
