Sentence,Sentiment
"In its latest update, the telecom operator improved its operating margin for its main business segment, supporting a positive outlook; this was update reference P00610.",positive
"user: Anyone like V? ooks bullish here, needs a little volume and we have lift off.",positive
"In a new company statement, the cloud provider warned about rising costs across its core operations, putting pressure on the outlook; this was update reference N00639.",negative
"user: user no, P lol Vapour~ware. one strong breeze and it is gone IMHO",positive
wow ISG being probed literally lol by regulators,negative
NFX short moved targets for reversal up - not in yet S1 and MA,negative
$UMRX is getting some attention. This stock is starting to make a move of its recent lows. It bear watching going f https://t.co/Kl70uIJbVK,neutral
Tesla Zealotry on Street Fades as Focus Shifts to Fundamentals,negative
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive
$BAC $ADSK $NFLX long this morning,positive
Boris Johnson wins overwhelming victory in UK,neutral
"Green Weekly Triangle on JB,...Open ong at 6.79",positive
"During the latest reporting period, the software firm posted a quarterly loss across its principal markets, and investors reacted negatively; this was update reference N00290.",negative
"$BZH (+0.0% pre) Beazer Homes Announces Preliminary Operating Results - BW

https://t.co/k8WmDPkaeC",positive
BAC WFC in the hole finally.,negative
"yup user: BAC JPM  easoning is nothing more than innuendos, speculation, and well crap. Mayo should be ashamed",positive
"In a newly issued market update, the consumer brand cut its earnings guidance in its latest reporting cycle, adding to bearish sentiment; this was update reference N01883.",negative
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s,negative
Chemtrade Logistics Income Fund declares CAD 0.10 dividend,neutral
AMZN delivering awesomeness every single day. Prime ocks. I am not biased ;-),positive
It is planned to set up the A class business center in the two top storeys of the complex .,neutral
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive
"During the latest reporting period, the logistics company cut its earnings guidance for its domestic operations, signaling weaker momentum; this was update reference N00206.",negative
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral
Mobile data transfer is expected to increase explosively in the LTE era .,neutral
Interest rate conditions of the Magyar Nemzeti Bank effective from 8 April 2020 #economy #MarketScreener https://t.co/LtgoxFiEBO,neutral
$OYST: Oyster Point Pharma reports positive top-line results from the Phase 1 ZEN Study https://t.co/3fKa6WS85r,positive
Fed Repo Action Oversubscribed in Clamor for Year-End Funds,neutral
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive
2013 ooks Bright for .S. New Vehicle Sales - Blog Posts by Tom ibby | . . Polk F GM TM HMC,positive
"Modi Government Needs To Shed British-Style Bureaucracy And Move Faster, Says Gopichand  Hinduja",neutral
AAP Bounce Coming?,positive
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral
"In its latest update, the industrial firm expanded its order book in its latest reporting cycle, adding to bullish sentiment; this was update reference P01674.",positive
$PYPL - PayPal's Honey Acquisition Makes No Sense. Subscribe to Seeking Alpha for more: https://t.co/wBY7mOoVa5 https://t.co/tulizfE8Vb,negative
"In its latest investor communication, the cloud provider expanded its order book for the current quarter, boosting investor confidence; this was update reference P01622.",positive
$CWBHF - Charlotte's Web announces underwritten offering https://t.co/sztUW2bVmi,neutral
"During the latest reporting period, the payment provider posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N00388.",negative
"Following its recent business review, the logistics company reported weaker margins across its principal markets, and investors reacted negatively; this was update reference N02869.",negative
"In its latest update, the electronics maker warned about rising costs across its major business units, signaling weaker momentum; this was update reference N02339.",negative
"BlackRock Inc. is pouring cold water on equity bulls, saying this years double-digit returns will be tough to matc https://t.co/ug0vRRXxPv",negative
"During the latest reporting period, the industrial firm recorded lower net income for its domestic operations, signaling weaker momentum; this was update reference N00836.",negative
"In its latest investor communication, the industrial firm posted higher profit across its major business units, signaling improving momentum; this was update reference P02098.",positive
user: user GOOG how do you know GOOG is going to 700 ? Can you share that reasoning with us? he is a George Castanza,negative
"In a newly issued market update, the energy producer warned about rising costs for its domestic operations, adding to bearish sentiment; this was update reference N00595.",negative
$GOVB - Gouverneur Bancorp declares $0.17 dividend https://t.co/Zlr3d7SXnr,neutral
NYSE After-hour Most Advanced: HCI EX EPZ POE PQ EDG SXC GTI EGY,positive
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral
Edited Transcript of PRI earnings conference call or presentation 7-Nov-19 3:00pm GMT,neutral
"Eicher Motors Q3 Results: Profit Falls, Realisation Improves",neutral
The agreement must be approved by the Russian competition authorities before it enters into force .,neutral
ADM 50ma crossing above 200ma,positive
"IACI short setup, bear flag up into neckline from last week",negative
Vereit +1.7% after settling with SEC,positive
"During the latest reporting period, the technology company improved its operating margin in its latest reporting cycle, adding to bullish sentiment; this was update reference P02243.",positive
"According to its newest filing, the retail company posted a quarterly loss for the latest fiscal period, weakening investor confidence; this was update reference N03665.",negative
AAP Nice 10M volume first hour.. good luck bears,positive
XPS Pensions : ' Radar wins 'Actuarial Software of the Year' #XPS #Stock #MarketScreener https://t.co/DJZ2BuljEr https://t.co/Hu4Yqncq4M,neutral
"Tesco set to sell Kipa, Giraffe businesses - Sky News",negative
Oil Markets Poised To Rise With U.S.-China Trade Deal,positive
"According to its newest filing, the retail company received an analyst downgrade for its domestic operations, adding to bearish sentiment; this was update reference N02545.",negative
